date,matchup,bet_home,won,pnl
2024-03-08,Phoenix Suns vs Toronto Raptors,True,True,-33.0
2024-03-08,Indiana Pacers vs Minnesota Timberwolves,True,False,-43.0
2024-03-08,Sacramento Kings vs San Antonio Spurs,True,True,-34.0
2024-03-08,Golden State Warriors vs Chicago Bulls,True,False,-44.0
2024-03-08,Denver Nuggets vs Boston Celtics,True,True,-35.0
2024-03-08,Dallas Mavericks vs Miami Heat,True,True,-26.0
2024-03-09,LA Clippers vs Chicago Bulls,True,True,-17.0
2024-03-09,New York Knicks vs Orlando Magic,True,True,-8.0
2024-03-09,Los Angeles Lakers vs Milwaukee Bucks,True,True,1.0
2024-03-09,Memphis Grizzlies vs Atlanta Hawks,True,False,-9.0
2024-03-09,Portland Trail Blazers vs Houston Rockets,True,False,-19.0
2024-03-09,Cleveland Cavaliers vs Minnesota Timberwolves,True,True,-10.0
2024-03-09,Philadelphia 76ers vs New Orleans Pelicans,True,False,-20.0
2024-03-09,Oklahoma City Thunder vs Miami Heat,True,True,-11.0
2024-03-09,Washington Wizards vs Charlotte Hornets,True,True,-2.0
2024-03-10,Miami Heat vs Washington Wizards,True,False,-12.0
2024-03-10,Portland Trail Blazers vs Toronto Raptors,True,True,-3.0
2024-03-10,Detroit Pistons vs Dallas Mavericks,True,False,-13.0
2024-03-10,Charlotte Hornets vs Brooklyn Nets,True,True,-4.0
2024-03-10,Golden State Warriors vs San Antonio Spurs,True,False,-14.0
2024-03-10,Denver Nuggets vs Utah Jazz,True,True,-5.0
2024-03-10,LA Clippers vs Milwaukee Bucks,True,False,-15.0
2024-03-10,Cleveland Cavaliers vs Brooklyn Nets,True,False,-25.0
2024-03-10,Sacramento Kings vs Houston Rockets,True,False,-35.0
2024-03-10,New York Knicks vs Philadelphia 76ers,True,False,-45.0
2024-03-10,Oklahoma City Thunder vs Memphis Grizzlies,True,True,-36.0
2024-03-10,Phoenix Suns vs Boston Celtics,True,False,-46.0
2024-03-10,Orlando Magic vs Indiana Pacers,True,False,-56.0
2024-03-10,Atlanta Hawks vs New Orleans Pelicans,True,False,-66.0
2024-03-11,Detroit Pistons vs Charlotte Hornets,True,True,9.0
2024-03-11,Los Angeles Lakers vs Minnesota Timberwolves,True,True,18.0
2024-03-11,Cleveland Cavaliers vs Phoenix Suns,True,False,8.0
2024-03-12,Portland Trail Blazers vs Boston Celtics,True,False,-2.0
2024-03-12,Denver Nuggets vs Toronto Raptors,True,True,7.0
2024-03-12,New York Knicks vs Philadelphia 76ers,True,True,16.0
2024-03-12,San Antonio Spurs vs Golden State Warriors,True,False,6.0
2024-03-12,Chicago Bulls vs Dallas Mavericks,True,False,-4.0
2024-03-13,Orlando Magic vs Brooklyn Nets,True,True,5.0
2024-03-13,Memphis Grizzlies vs Washington Wizards,True,True,14.0
2024-03-13,Miami Heat vs Denver Nuggets,True,False,4.0
2024-03-13,Detroit Pistons vs Toronto Raptors,True,True,13.0
2024-03-13,Indiana Pacers vs Chicago Bulls,True,False,3.0
2024-03-13,Oklahoma City Thunder vs Indiana Pacers,True,False,-7.0
2024-03-13,San Antonio Spurs vs Houston Rockets,True,False,-17.0
2024-03-13,Sacramento Kings vs Milwaukee Bucks,True,True,-8.0
2024-03-13,LA Clippers vs Minnesota Timberwolves,True,False,-18.0
2024-03-13,Utah Jazz vs Boston Celtics,True,False,-28.0
2024-03-14,Dallas Mavericks vs Golden State Warriors,True,True,-19.0
2024-03-14,Portland Trail Blazers vs Atlanta Hawks,True,True,-10.0
2024-03-14,Memphis Grizzlies vs Charlotte Hornets,True,False,-20.0
2024-03-14,Boston Celtics vs Phoenix Suns,True,True,-11.0
2024-03-14,Sacramento Kings vs Los Angeles Lakers,True,True,-2.0
2024-03-14,New Orleans Pelicans vs Cleveland Cavaliers,True,False,-12.0
2024-03-15,Oklahoma City Thunder vs Dallas Mavericks,True,True,-3.0
2024-03-15,Toronto Raptors vs Orlando Magic,True,False,-13.0
2024-03-15,Houston Rockets vs Washington Wizards,True,True,-4.0
2024-03-15,Milwaukee Bucks vs Philadelphia 76ers,True,True,5.0
2024-03-15,Charlotte Hornets vs Phoenix Suns,True,False,-5.0
2024-03-15,Detroit Pistons vs Miami Heat,True,False,-15.0
2024-03-15,Chicago Bulls vs LA Clippers,True,False,-25.0
2024-03-15,Portland Trail Blazers vs New York Knicks,True,False,-35.0
2024-03-16,Utah Jazz vs Atlanta Hawks,True,True,-26.0
2024-03-16,Indiana Pacers vs Brooklyn Nets,True,True,-17.0
2024-03-16,Houston Rockets vs Cleveland Cavaliers,True,True,-8.0
2024-03-16,San Antonio Spurs vs Denver Nuggets,True,False,-18.0
2024-03-16,Philadelphia 76ers vs Charlotte Hornets,True,True,-9.0
2024-03-16,New Orleans Pelicans vs Portland Trail Blazers,True,True,0.0
2024-03-16,New Orleans Pelicans vs LA Clippers,True,True,9.0
2024-03-17,Chicago Bulls vs Washington Wizards,True,True,18.0
2024-03-17,Orlando Magic vs Toronto Raptors,True,True,27.0
2024-03-17,Washington Wizards vs Boston Celtics,True,False,17.0
2024-03-17,Los Angeles Lakers vs Golden State Warriors,True,False,7.0
2024-03-17,San Antonio Spurs vs Brooklyn Nets,True,True,16.0
2024-03-17,Memphis Grizzlies vs Oklahoma City Thunder,True,False,6.0
2024-03-17,Milwaukee Bucks vs Phoenix Suns,True,True,15.0
2024-03-17,Utah Jazz vs Minnesota Timberwolves,True,False,5.0
2024-03-17,Detroit Pistons vs Miami Heat,True,False,-5.0
2024-03-17,Dallas Mavericks vs Denver Nuggets,True,True,4.0
2024-03-17,Sacramento Kings vs New York Knicks,True,False,-6.0
2024-03-18,Boston Celtics vs Detroit Pistons,True,True,9.0
2024-03-18,Indiana Pacers vs Cleveland Cavaliers,True,False,-1.0
2024-03-18,LA Clippers vs Atlanta Hawks,True,False,-11.0
2024-03-18,Philadelphia 76ers vs Miami Heat,True,True,-2.0
2024-03-19,Brooklyn Nets vs New Orleans Pelicans,True,False,-12.0
2024-03-19,Orlando Magic vs Charlotte Hornets,True,True,-3.0
2024-03-19,Golden State Warriors vs New York Knicks,True,False,-13.0
2024-03-19,Washington Wizards vs Houston Rockets,True,False,-23.0
2024-03-19,Utah Jazz vs Minnesota Timberwolves,True,False,-33.0
2024-03-19,Chicago Bulls vs Portland Trail Blazers,True,True,-24.0
2024-03-19,Sacramento Kings vs Memphis Grizzlies,True,True,-15.0
2024-03-19,Los Angeles Lakers vs Atlanta Hawks,True,True,-6.0
2024-03-20,Cleveland Cavaliers vs Miami Heat,True,False,-16.0
2024-03-20,San Antonio Spurs vs Dallas Mavericks,True,False,-26.0
2024-03-20,Boston Celtics vs Milwaukee Bucks,True,True,-17.0
2024-03-20,Toronto Raptors vs Sacramento Kings,True,False,-27.0
2024-03-20,Minnesota Timberwolves vs Denver Nuggets,True,False,-37.0
2024-03-20,Detroit Pistons vs Indiana Pacers,True,False,-47.0
2024-03-21,Oklahoma City Thunder vs Utah Jazz,True,True,-38.0
2024-03-21,Orlando Magic vs New Orleans Pelicans,True,True,-29.0
2024-03-21,Washington Wizards vs Sacramento Kings,True,True,-20.0
2024-03-21,Portland Trail Blazers vs LA Clippers,True,False,-30.0
2024-03-21,Golden State Warriors vs Memphis Grizzlies,True,True,-21.0
2024-03-21,Phoenix Suns vs Philadelphia 76ers,True,True,-12.0
2024-03-22,Phoenix Suns vs Atlanta Hawks,True,True,-3.0
2024-03-22,Denver Nuggets vs New York Knicks,True,True,6.0
2024-03-22,Milwaukee Bucks vs Brooklyn Nets,True,True,15.0
2024-03-22,Dallas Mavericks vs Utah Jazz,True,True,24.0
2024-03-22,Toronto Raptors vs Oklahoma City Thunder,True,False,14.0
2024-03-22,Detroit Pistons vs Boston Celtics,True,False,4.0
2024-03-22,Houston Rockets vs Chicago Bulls,True,True,13.0
2024-03-23,Los Angeles Lakers vs Philadelphia 76ers,True,True,22.0
2024-03-23,Miami Heat vs New Orleans Pelicans,True,False,12.0
2024-03-23,Orlando Magic vs Sacramento Kings,True,False,2.0
2024-03-23,Golden State Warriors vs Indiana Pacers,True,False,-8.0
2024-03-23,Minnesota Timberwolves vs Cleveland Cavaliers,True,True,1.0
2024-03-23,San Antonio Spurs vs Memphis Grizzlies,True,False,-9.0
2024-03-23,New York Knicks vs Brooklyn Nets,True,True,0.0
2024-03-23,Atlanta Hawks vs Charlotte Hornets,True,True,9.0
2024-03-23,Portland Trail Blazers vs LA Clippers,True,False,-1.0
2024-03-24,Chicago Bulls vs Boston Celtics,True,False,-11.0
2024-03-24,Washington Wizards vs Toronto Raptors,True,True,-2.0
2024-03-24,Minnesota Timberwolves vs Golden State Warriors,True,True,7.0
2024-03-24,San Antonio Spurs vs Phoenix Suns,True,False,-3.0
2024-03-24,LA Clippers vs Philadelphia 76ers,True,False,-13.0
2024-03-24,Houston Rockets vs Utah Jazz,True,True,-4.0
2024-03-24,Miami Heat vs Cleveland Cavaliers,True,True,5.0
2024-03-24,Portland Trail Blazers vs Denver Nuggets,True,False,-5.0
2024-03-24,Detroit Pistons vs New Orleans Pelicans,True,False,-15.0
2024-03-24,Milwaukee Bucks vs Oklahoma City Thunder,True,True,-6.0
2024-03-25,Cleveland Cavaliers vs Charlotte Hornets,True,True,9.0
2024-03-25,Los Angeles Lakers vs Indiana Pacers,True,True,18.0
2024-03-25,Toronto Raptors vs Brooklyn Nets,True,False,8.0
2024-03-25,New York Knicks vs Detroit Pistons,True,True,17.0
2024-03-25,Atlanta Hawks vs Boston Celtics,True,True,26.0
2024-03-26,Utah Jazz vs Dallas Mavericks,True,False,16.0
2024-03-26,San Antonio Spurs vs Phoenix Suns,True,True,25.0
2024-03-26,Houston Rockets vs Portland Trail Blazers,True,True,34.0
2024-03-26,Sacramento Kings vs Philadelphia 76ers,True,True,43.0
2024-03-26,Chicago Bulls vs Washington Wizards,True,False,33.0
2024-03-26,Miami Heat vs Golden State Warriors,True,False,23.0
2024-03-26,LA Clippers vs Indiana Pacers,True,False,13.0
2024-03-26,Milwaukee Bucks vs Los Angeles Lakers,True,False,3.0
2024-03-26,Denver Nuggets vs Memphis Grizzlies,True,True,12.0
2024-03-27,Washington Wizards vs Brooklyn Nets,True,False,2.0
2024-03-27,New Orleans Pelicans vs Oklahoma City Thunder,True,False,-8.0
2024-03-27,Charlotte Hornets vs Cleveland Cavaliers,True,True,1.0
2024-03-27,Orlando Magic vs Golden State Warriors,True,False,-9.0
2024-03-27,Sacramento Kings vs Dallas Mavericks,True,False,-19.0
2024-03-27,Atlanta Hawks vs Portland Trail Blazers,True,True,-10.0
2024-03-27,Philadelphia 76ers vs LA Clippers,True,False,-20.0
2024-03-27,Toronto Raptors vs New York Knicks,True,False,-30.0
2024-03-28,Oklahoma City Thunder vs Houston Rockets,True,False,-40.0
2024-03-28,Chicago Bulls vs Indiana Pacers,True,True,-31.0
2024-03-28,Minnesota Timberwolves vs Detroit Pistons,True,True,-22.0
2024-03-28,Utah Jazz vs San Antonio Spurs,True,False,-32.0
2024-03-28,Denver Nuggets vs Phoenix Suns,True,False,-42.0
2024-03-28,Atlanta Hawks vs Boston Celtics,True,True,-33.0
2024-03-28,Memphis Grizzlies vs Los Angeles Lakers,True,False,-43.0
2024-03-29,Washington Wizards vs Detroit Pistons,True,False,-53.0
2024-03-29,Indiana Pacers vs Los Angeles Lakers,True,True,-44.0
2024-03-29,Orlando Magic vs LA Clippers,True,False,-54.0
2024-03-29,Brooklyn Nets vs Chicago Bulls,True,True,-45.0
2024-03-29,Charlotte Hornets vs Golden State Warriors,True,False,-55.0
2024-03-29,Cleveland Cavaliers vs Philadelphia 76ers,True,True,-46.0
2024-03-29,New Orleans Pelicans vs Milwaukee Bucks,True,True,-37.0
2024-03-30,Atlanta Hawks vs Milwaukee Bucks,True,False,-47.0
2024-03-30,Utah Jazz vs Houston Rockets,True,False,-57.0
2024-03-30,San Antonio Spurs vs New York Knicks,True,True,-48.0
2024-03-30,Sacramento Kings vs Dallas Mavericks,True,False,-58.0
2024-03-30,Oklahoma City Thunder vs Phoenix Suns,True,True,-49.0
2024-03-30,Orlando Magic vs Memphis Grizzlies,True,True,-40.0
2024-03-30,Miami Heat vs Portland Trail Blazers,True,True,-31.0
2024-03-30,Denver Nuggets vs Minnesota Timberwolves,True,False,-41.0
2024-03-30,New Orleans Pelicans vs Boston Celtics,True,False,-51.0
2024-03-31,Brooklyn Nets vs Los Angeles Lakers,True,False,-61.0
2024-03-31,Charlotte Hornets vs LA Clippers,True,False,-71.0
2024-03-31,Washington Wizards vs Miami Heat,True,False,-81.0
2024-03-31,Minnesota Timberwolves vs Chicago Bulls,True,False,-91.0
2024-03-31,Toronto Raptors vs Philadelphia 76ers,True,False,-101.0
2024-03-31,San Antonio Spurs vs Golden State Warriors,True,False,-111.0
2024-03-31,Denver Nuggets vs Cleveland Cavaliers,True,True,-102.0
2024-03-31,New York Knicks vs Oklahoma City Thunder,True,False,-112.0
2024-03-31,Houston Rockets vs Dallas Mavericks,True,False,-122.0
2024-04-01,Detroit Pistons vs Memphis Grizzlies,True,False,-10.0
2024-04-01,Orlando Magic vs Portland Trail Blazers,True,True,-1.0
2024-04-01,Sacramento Kings vs Utah Jazz,True,True,8.0
2024-04-01,Charlotte Hornets vs Boston Celtics,True,False,-2.0
2024-04-01,Indiana Pacers vs Brooklyn Nets,True,True,7.0
2024-04-02,Miami Heat vs New York Knicks,True,True,16.0
2024-04-02,New Orleans Pelicans vs Phoenix Suns,True,False,6.0
2024-04-02,Toronto Raptors vs Los Angeles Lakers,True,False,-4.0
2024-04-02,Chicago Bulls vs Atlanta Hawks,True,False,-14.0
2024-04-02,Philadelphia 76ers vs Oklahoma City Thunder,True,True,-5.0
2024-04-02,Washington Wizards vs Milwaukee Bucks,True,True,4.0
2024-04-03,Minnesota Timberwolves vs Houston Rockets,True,True,13.0
2024-04-03,Utah Jazz vs Cleveland Cavaliers,True,False,3.0
2024-04-03,Sacramento Kings vs LA Clippers,True,True,12.0
2024-04-03,Denver Nuggets vs San Antonio Spurs,True,True,21.0
2024-04-03,Atlanta Hawks vs Detroit Pistons,True,True,30.0
2024-04-03,Charlotte Hornets vs Portland Trail Blazers,True,False,20.0
2024-04-03,Washington Wizards vs Los Angeles Lakers,True,False,10.0
2024-04-03,Boston Celtics vs Oklahoma City Thunder,True,True,19.0
2024-04-03,Brooklyn Nets vs Indiana Pacers,True,True,28.0
2024-04-03,Golden State Warriors vs Dallas Mavericks,True,True,37.0
2024-04-04,Milwaukee Bucks vs Memphis Grizzlies,True,False,27.0
2024-04-04,Miami Heat vs Philadelphia 76ers,True,False,17.0
2024-04-04,Phoenix Suns vs Cleveland Cavaliers,True,True,26.0
2024-04-04,New Orleans Pelicans vs Orlando Magic,True,False,16.0
2024-04-04,Dallas Mavericks vs Atlanta Hawks,True,True,25.0
2024-04-04,New York Knicks vs Sacramento Kings,True,True,34.0
2024-04-04,Minnesota Timberwolves vs Toronto Raptors,True,True,43.0
2024-04-05,Houston Rockets vs Golden State Warriors,True,False,33.0
2024-04-05,LA Clippers vs Denver Nuggets,True,True,42.0
2024-04-05,Boston Celtics vs Sacramento Kings,True,True,51.0
2024-04-05,Indiana Pacers vs Oklahoma City Thunder,True,True,60.0
2024-04-05,Charlotte Hornets vs Orlando Magic,True,True,69.0
2024-04-05,Washington Wizards vs Portland Trail Blazers,True,False,59.0
2024-04-06,Los Angeles Lakers vs Cleveland Cavaliers,True,True,68.0
2024-04-06,LA Clippers vs Utah Jazz,True,True,77.0
2024-04-06,Dallas Mavericks vs Golden State Warriors,True,True,86.0
2024-04-06,Phoenix Suns vs Minnesota Timberwolves,True,True,95.0
2024-04-06,Brooklyn Nets vs Detroit Pistons,True,True,104.0
2024-04-06,Memphis Grizzlies vs Detroit Pistons,True,True,113.0
2024-04-06,Milwaukee Bucks vs Toronto Raptors,True,False,103.0
2024-04-06,Houston Rockets vs Miami Heat,True,False,93.0
2024-04-06,Chicago Bulls vs New York Knicks,True,True,102.0
2024-04-06,New Orleans Pelicans vs San Antonio Spurs,True,False,92.0
2024-04-07,Phoenix Suns vs New Orleans Pelicans,True,False,82.0
2024-04-07,Charlotte Hornets vs Oklahoma City Thunder,True,False,72.0
2024-04-07,Brooklyn Nets vs Sacramento Kings,True,False,62.0
2024-04-07,Milwaukee Bucks vs New York Knicks,True,False,52.0
2024-04-07,San Antonio Spurs vs Philadelphia 76ers,True,False,42.0
2024-04-07,Boston Celtics vs Portland Trail Blazers,True,True,51.0
2024-04-07,Toronto Raptors vs Washington Wizards,True,True,60.0
2024-04-07,Dallas Mavericks vs Houston Rockets,True,True,69.0
2024-04-07,LA Clippers vs Cleveland Cavaliers,True,True,78.0
2024-04-07,Orlando Magic vs Chicago Bulls,True,True,87.0
2024-04-07,Indiana Pacers vs Miami Heat,True,True,96.0
2024-04-07,Denver Nuggets vs Atlanta Hawks,True,True,105.0
2024-04-07,Memphis Grizzlies vs Philadelphia 76ers,True,False,95.0
2024-04-08,Golden State Warriors vs Utah Jazz,True,True,9.0
2024-04-08,Los Angeles Lakers vs Minnesota Timberwolves,True,False,-1.0
2024-04-09,Charlotte Hornets vs Dallas Mavericks,True,False,-11.0
2024-04-09,Toronto Raptors vs Indiana Pacers,True,False,-21.0
2024-04-09,Atlanta Hawks vs Miami Heat,True,False,-31.0
2024-04-09,Milwaukee Bucks vs Boston Celtics,True,True,-22.0
2024-04-09,Philadelphia 76ers vs Detroit Pistons,True,True,-13.0
2024-04-10,Memphis Grizzlies vs San Antonio Spurs,True,False,-23.0
2024-04-10,Oklahoma City Thunder vs Sacramento Kings,True,True,-14.0
2024-04-10,Minnesota Timberwolves vs Washington Wizards,True,True,-5.0
2024-04-10,Miami Heat vs Dallas Mavericks,True,False,-15.0
2024-04-10,Chicago Bulls vs New York Knicks,True,False,-25.0
2024-04-10,Utah Jazz vs Denver Nuggets,True,False,-35.0
2024-04-10,Brooklyn Nets vs Toronto Raptors,True,True,-26.0
2024-04-10,Cleveland Cavaliers vs Memphis Grizzlies,True,True,-17.0
2024-04-10,Houston Rockets vs Orlando Magic,True,True,-8.0
2024-04-10,Portland Trail Blazers vs New Orleans Pelicans,True,False,-18.0
2024-04-10,Phoenix Suns vs LA Clippers,True,False,-28.0
2024-04-10,Atlanta Hawks vs Charlotte Hornets,True,False,-38.0
2024-04-10,Los Angeles Lakers vs Golden State Warriors,True,False,-48.0
2024-04-11,Oklahoma City Thunder vs San Antonio Spurs,True,True,-39.0
2024-04-11,Boston Celtics vs New York Knicks,True,False,-49.0
2024-04-11,Milwaukee Bucks vs Orlando Magic,True,True,-40.0
2024-04-11,Detroit Pistons vs Chicago Bulls,True,False,-50.0
2024-04-11,LA Clippers vs Phoenix Suns,True,False,-60.0
2024-04-11,Denver Nuggets vs Minnesota Timberwolves,True,True,-51.0
2024-04-12,Portland Trail Blazers vs Golden State Warriors,True,False,-61.0
2024-04-12,Sacramento Kings vs New Orleans Pelicans,True,False,-71.0
2024-04-12,Philadelphia 76ers vs Orlando Magic,True,True,-62.0
2024-04-12,New York Knicks vs Brooklyn Nets,True,True,-53.0
2024-04-12,Washington Wizards vs Chicago Bulls,True,False,-63.0
2024-04-12,Boston Celtics vs Charlotte Hornets,True,True,-54.0
2024-04-12,Utah Jazz vs Houston Rockets,True,True,-45.0
2024-04-12,Cleveland Cavaliers vs Indiana Pacers,True,True,-36.0
2024-04-13,Oklahoma City Thunder vs Milwaukee Bucks,True,True,-27.0
2024-04-13,Golden State Warriors vs New Orleans Pelicans,True,False,-37.0
2024-04-13,Sacramento Kings vs Phoenix Suns,True,False,-47.0
2024-04-13,San Antonio Spurs vs Denver Nuggets,True,True,-38.0
2024-04-13,Portland Trail Blazers vs Houston Rockets,True,False,-48.0
2024-04-13,Minnesota Timberwolves vs Atlanta Hawks,True,True,-39.0
2024-04-13,Dallas Mavericks vs Detroit Pistons,True,False,-49.0
2024-04-13,Memphis Grizzlies vs Los Angeles Lakers,True,False,-59.0
2024-04-13,Miami Heat vs Toronto Raptors,True,True,-50.0
2024-04-13,LA Clippers vs Utah Jazz,True,False,-60.0
2024-04-14,Sacramento Kings vs Portland Trail Blazers,True,True,-51.0
2024-04-14,Orlando Magic vs Milwaukee Bucks,True,True,-42.0
2024-04-14,Miami Heat vs Toronto Raptors,True,True,-33.0
2024-04-14,New York Knicks vs Chicago Bulls,True,True,-24.0
2024-04-14,Indiana Pacers vs Atlanta Hawks,True,True,-15.0
2024-04-14,Cleveland Cavaliers vs Charlotte Hornets,True,False,-25.0
2024-04-14,Philadelphia 76ers vs Brooklyn Nets,True,True,-16.0
2024-04-14,Oklahoma City Thunder vs Dallas Mavericks,True,True,-7.0
2024-04-14,San Antonio Spurs vs Detroit Pistons,True,True,2.0
2024-04-14,Memphis Grizzlies vs Denver Nuggets,True,False,-8.0
2024-04-14,Boston Celtics vs Washington Wizards,True,True,1.0
2024-04-14,LA Clippers vs Houston Rockets,True,False,-9.0
2024-04-14,Minnesota Timberwolves vs Phoenix Suns,True,False,-19.0
2024-04-14,New Orleans Pelicans vs Los Angeles Lakers,True,False,-29.0
2024-04-14,Golden State Warriors vs Utah Jazz,True,True,-20.0
2024-04-16,New Orleans Pelicans vs Los Angeles Lakers,True,False,-10.0
2024-04-17,Philadelphia 76ers vs Miami Heat,True,True,-1.0
2024-04-17,Sacramento Kings vs Golden State Warriors,True,True,8.0
2024-04-18,Chicago Bulls vs Atlanta Hawks,True,True,17.0
2024-04-19,Miami Heat vs Chicago Bulls,True,True,26.0
2024-04-20,Cleveland Cavaliers vs Orlando Magic,True,True,35.0
2024-04-20,New York Knicks vs Philadelphia 76ers,True,True,44.0
2024-04-20,Minnesota Timberwolves vs Phoenix Suns,True,True,53.0
2024-04-20,New Orleans Pelicans vs Sacramento Kings,True,True,62.0
2024-04-21,Boston Celtics vs Miami Heat,True,True,71.0
2024-04-21,Milwaukee Bucks vs Indiana Pacers,True,True,80.0
2024-04-21,Denver Nuggets vs Los Angeles Lakers,True,True,89.0
2024-04-21,LA Clippers vs Dallas Mavericks,True,True,98.0
2024-04-22,Oklahoma City Thunder vs New Orleans Pelicans,True,True,9.0
2024-04-22,New York Knicks vs Philadelphia 76ers,True,True,18.0
2024-04-22,Cleveland Cavaliers vs Orlando Magic,True,True,27.0
2024-04-23,Denver Nuggets vs Los Angeles Lakers,True,True,36.0
2024-04-23,Minnesota Timberwolves vs Phoenix Suns,True,True,45.0
2024-04-24,LA Clippers vs Dallas Mavericks,True,False,35.0
2024-04-24,Milwaukee Bucks vs Indiana Pacers,True,False,25.0
2024-04-24,Boston Celtics vs Miami Heat,True,False,15.0
2024-04-25,Orlando Magic vs Cleveland Cavaliers,True,True,24.0
2024-04-25,Philadelphia 76ers vs New York Knicks,True,True,33.0
2024-04-25,Oklahoma City Thunder vs New Orleans Pelicans,True,True,42.0
2024-04-26,Los Angeles Lakers vs Denver Nuggets,True,False,32.0
2024-04-26,Indiana Pacers vs Milwaukee Bucks,True,True,41.0
2024-04-27,Phoenix Suns vs Minnesota Timberwolves,True,False,31.0
2024-04-27,Dallas Mavericks vs LA Clippers,True,True,40.0
2024-04-27,Miami Heat vs Boston Celtics,True,False,30.0
2024-04-27,Orlando Magic vs Cleveland Cavaliers,True,True,39.0
2024-04-27,New Orleans Pelicans vs Oklahoma City Thunder,True,False,29.0
2024-04-28,Los Angeles Lakers vs Denver Nuggets,True,True,38.0
2024-04-28,Dallas Mavericks vs LA Clippers,True,False,28.0
2024-04-28,Indiana Pacers vs Milwaukee Bucks,True,True,37.0
2024-04-28,Philadelphia 76ers vs New York Knicks,True,False,27.0
2024-04-29,Phoenix Suns vs Minnesota Timberwolves,True,False,-10.0
2024-04-29,Miami Heat vs Boston Celtics,True,False,-20.0
2024-04-30,New Orleans Pelicans vs Oklahoma City Thunder,True,False,-30.0
2024-04-30,Denver Nuggets vs Los Angeles Lakers,True,True,-21.0
2024-04-30,New York Knicks vs Philadelphia 76ers,True,False,-31.0
2024-05-01,Boston Celtics vs Miami Heat,True,True,-22.0
2024-05-01,Milwaukee Bucks vs Indiana Pacers,True,True,-13.0
2024-05-01,Cleveland Cavaliers vs Orlando Magic,True,True,-4.0
2024-05-02,Indiana Pacers vs Milwaukee Bucks,True,True,5.0
2024-05-02,LA Clippers vs Dallas Mavericks,True,False,-5.0
2024-05-03,Orlando Magic vs Cleveland Cavaliers,True,True,4.0
2024-05-03,Philadelphia 76ers vs New York Knicks,True,False,-6.0
2024-05-04,Denver Nuggets vs Minnesota Timberwolves,True,False,-16.0
2024-05-04,Dallas Mavericks vs LA Clippers,True,True,-7.0
2024-05-05,Cleveland Cavaliers vs Orlando Magic,True,True,2.0
2024-05-06,New York Knicks vs Indiana Pacers,True,True,9.0
2024-05-07,Denver Nuggets vs Minnesota Timberwolves,True,False,-1.0
2024-05-07,Boston Celtics vs Cleveland Cavaliers,True,True,8.0
2024-05-08,Oklahoma City Thunder vs Dallas Mavericks,True,True,17.0
2024-05-09,New York Knicks vs Indiana Pacers,True,True,26.0
2024-05-09,Boston Celtics vs Cleveland Cavaliers,True,False,16.0
2024-05-10,Oklahoma City Thunder vs Dallas Mavericks,True,False,6.0
2024-05-10,Indiana Pacers vs New York Knicks,True,True,15.0
2024-05-11,Dallas Mavericks vs Oklahoma City Thunder,True,True,24.0
2024-05-11,Minnesota Timberwolves vs Denver Nuggets,True,False,14.0
2024-05-12,Cleveland Cavaliers vs Boston Celtics,True,False,4.0
2024-05-12,Indiana Pacers vs New York Knicks,True,True,13.0
2024-05-13,Cleveland Cavaliers vs Boston Celtics,True,False,-10.0
2024-05-13,Minnesota Timberwolves vs Denver Nuggets,True,False,-20.0
2024-05-14,Dallas Mavericks vs Oklahoma City Thunder,True,False,-30.0
2024-05-15,New York Knicks vs Indiana Pacers,True,True,-21.0
2024-05-15,Denver Nuggets vs Minnesota Timberwolves,True,True,-12.0
2024-05-15,Boston Celtics vs Cleveland Cavaliers,True,True,-3.0
2024-05-16,Oklahoma City Thunder vs Dallas Mavericks,True,False,-13.0
2024-05-17,Minnesota Timberwolves vs Denver Nuggets,True,True,-4.0
2024-05-18,Indiana Pacers vs New York Knicks,True,True,5.0
2024-05-19,New York Knicks vs Indiana Pacers,True,False,-5.0
2024-05-19,Dallas Mavericks vs Oklahoma City Thunder,True,True,4.0
2024-05-20,Denver Nuggets vs Minnesota Timberwolves,True,False,-10.0
2024-05-22,Boston Celtics vs Indiana Pacers,True,True,-1.0
2024-05-23,Minnesota Timberwolves vs Dallas Mavericks,True,False,-11.0
2024-05-24,Boston Celtics vs Indiana Pacers,True,True,-2.0
2024-05-25,Minnesota Timberwolves vs Dallas Mavericks,True,False,-12.0
2024-05-26,Indiana Pacers vs Boston Celtics,True,False,-22.0
2024-05-27,Dallas Mavericks vs Minnesota Timberwolves,True,True,9.0
2024-05-28,Indiana Pacers vs Boston Celtics,True,False,-1.0
2024-05-29,Dallas Mavericks vs Minnesota Timberwolves,True,False,-11.0
2024-05-31,Minnesota Timberwolves vs Dallas Mavericks,True,False,-21.0
2024-06-07,Boston Celtics vs Dallas Mavericks,True,True,9.0
2024-06-10,Boston Celtics vs Dallas Mavericks,True,True,9.0
2024-06-13,Dallas Mavericks vs Boston Celtics,True,False,-1.0
2024-06-15,Dallas Mavericks vs Boston Celtics,True,True,8.0
2024-06-18,Boston Celtics vs Dallas Mavericks,True,True,9.0
2024-10-04,Denver Nuggets vs Boston Celtics,True,False,-10.0
2024-10-05,LA Clippers vs Golden State Warriors,True,False,-20.0
2024-10-05,Los Angeles Lakers vs Minnesota Timberwolves,True,False,-30.0
2024-10-05,Utah Jazz vs New Zealand Breakers,True,True,-21.0
2024-10-06,Boston Celtics vs Denver Nuggets,True,True,-12.0
